actual,proposed
-0.1373445987701416,0.0
-0.1592152863740921,0.0
-0.16178306937217712,0.0
-0.16370889544487,0.0
-0.16627667844295502,0.0
-0.1694863736629486,0.0
-0.17415045201778412,0.0
-0.17738714814186096,0.0
-0.18127115070819855,0.0
-0.18580244481563568,0.0
-0.19033372402191162,0.0
-0.22304661571979523,0.0
-0.23199686408042908,0.0
-0.2387094646692276,0.0
-0.24616777896881104,0.0
-0.25288015604019165,0.0
-0.2375815212726593,0.0
-0.2465582638978958,0.0
-0.25208231806755066,0.0
-0.25829681754112244,0.0
-0.26451119780540466,0.0
-0.26796358823776245,0.0
-0.2915705740451813,0.0
-0.29811280965805054,0.0
-0.30392804741859436,0.0
-0.30974313616752625,0.0
-0.31483128666877747,0.0
-0.30518847703933716,0.0
-0.3100423514842987,0.0
-0.31212255358695984,0.0
-0.31281596422195435,0.0
-0.3148961365222931,0.0
-0.3242836594581604,0.0
-0.3249899446964264,0.0
-0.3256962299346924,0.0
-0.3278150260448456,0.0
-0.3292275369167328,0.0
-0.3755992650985718,0.0
-0.37639978528022766,0.0
-0.3755992650985718,0.0
-0.3747987449169159,0.0
-0.27781012654304504,0.0
-0.2512248754501343,0.0
-0.2501375377178192,0.0
-0.24905018508434296,0.0
-0.2479628175497055,0.0
-0.24687547981739044,0.0
-0.2457880973815918,0.0
-0.22436940670013428,0.0
-0.22287051379680634,0.0
-0.2213716059923172,0.0
-0.21987269818782806,0.0
-0.21837379038333893,0.0
-0.24369306862354279,0.0
-0.24313294887542725,0.0
-0.24201272428035736,0.0
-0.24089248478412628,0.0
-0.2397722601890564,0.0
-0.2217925488948822,0.0
-0.22075141966342926,0.0
-0.2197103053331375,0.0
-0.21918973326683044,0.0
-0.21918973326683044,0.0
-0.19730335474014282,0.0
-0.19730335474014282,0.0
-0.19730335474014282,0.0
-0.1963639259338379,0.0
-0.19589421153068542,0.0
-0.1949547827243805,0.0
-0.22265653312206268,0.0
-0.22372683882713318,0.0
-0.22533227503299713,0.0
-0.22640256583690643,0.0
-0.22693772614002228,0.0
-0.2030028998851776,0.0
-0.20347937941551208,0.0
-0.20395585894584656,0.0
-0.20395585894584656,0.0
-0.20490878820419312,0.0
-0.21461404860019684,0.0
-0.21511192619800568,0.0
-0.21560978889465332,0.0
-0.216605544090271,0.0
-0.21710340678691864,0.0
-0.21809916198253632,0.0
-0.20324808359146118,0.0
-0.1600855439901352,0.0
-0.16044935584068298,0.0
-0.16081315279006958,0.0
-0.16117694973945618,0.0
-0.17954115569591522,0.0
-0.1799464076757431,0.0
-0.18035165965557098,0.0
-0.18075689673423767,0.0
-0.18116213381290436,0.0
-0.14241351187229156,0.0
-0.14273136854171753,0.0
-0.14336711168289185,0.0
-0.14432071149349213,0.0
-0.1452743113040924,0.0
-0.15014398097991943,0.0
-0.15144950151443481,0.0
-0.1527549922466278,0.0
-0.154060497879982,0.0
-0.15536600351333618,0.0
-0.15699787437915802,0.0
-0.14560621976852417,0.0
-0.14740370213985443,0.0
-0.14890159666538239,0.0
-0.15099866688251495,0.0
-0.15309572219848633,0.0
-0.15650251507759094,0.0
-0.1586131751537323,0.0
-0.16102536022663116,0.0
-0.16343751549720764,0.0
-0.16615121066570282,0.0
-0.21907706558704376,0.0
-0.2222062647342682,0.0
-0.2249443084001541,0.0
-0.22846461832523346,0.0
-0.2319849133491516,0.0
-0.27835947275161743,0.0
-0.28113776445388794,0.0
-0.28391605615615845,0.0
-0.2871573567390442,0.0
-0.29039862751960754,0.0
-0.3055165112018585,0.0
-0.3088887631893158,0.0
-0.3112974762916565,0.0
-0.3141879141330719,0.0
-0.3165965974330902,0.0
-0.2627622187137604,0.0
-0.24125847220420837,0.0
-0.2419806867837906,0.0
-0.2419806867837906,0.0
-0.2423417717218399,0.0
-0.2427028864622116,0.0
-0.24635188281536102,0.0
-0.2467184215784073,0.0
-0.24745146930217743,0.0
-0.2478179931640625,0.0
-0.24818451702594757,0.0
-0.2950763702392578,0.0
-0.2946406304836273,0.0
-0.29376915097236633,0.0
-0.29333341121673584,0.0
-0.29333341121673584,0.0
-0.33092692494392395,0.0
-0.33092692494392395,0.0
-0.33092692494392395,0.0
-0.3314177393913269,0.0
-0.3314177393913269,0.0
-0.33190858364105225,0.0
-0.37093740701675415,0.0
-0.3720311224460602,0.0
-0.373124897480011,0.0
-0.373124897480011,0.0
-0.3736717700958252,0.0
-0.38925623893737793,0.0
-0.3903938829898834,0.0
-0.39210036396980286,0.0
-0.34205591678619385,0.0
-0.34304556250572205,0.0
-0.37187525629997253,0.0
-0.37187525629997253,0.0
-0.3724116384983063,0.0
-0.3724116384983063,0.0
-0.3729480504989624,0.0
-0.3729480504989624,0.0
-0.3574502468109131,0.0
-0.3579636216163635,0.0
-0.3579636216163635,0.0
-0.3589903712272644,0.0
-0.3600171208381653,0.0
-0.3705211281776428,0.0
-0.3715732991695404,0.0
-0.3726254999637604,0.0
-0.37420374155044556,0.0
-0.37578198313713074,0.0
-0.43392235040664673,0.0
-0.4363417327404022,0.0
-0.43876105546951294,0.0
-0.44118040800094604,0.0
-0.4429948329925537,0.0
-0.4715675711631775,0.0
-0.47349098324775696,0.0
-0.42240166664123535,0.0
-0.4246774911880493,0.0
-0.4263843595981598,0.0
-0.4705367386341095,0.0
-0.473034530878067,0.0
-0.4761567711830139,0.0
-0.4786545932292938,0.0
-0.48115232586860657,0.0
-0.4836500585079193,0.0
-0.5393638610839844,0.0
-0.5435143709182739,0.0
-0.5462813377380371,0.0
-0.5497400164604187,0.0
-0.5538904070854187,0.0
-0.5959321856498718,0.0
-0.5996295809745789,0.0
-0.6025874018669128,0.0
-0.6062847375869751,0.0
-0.6092424988746643,0.0
-0.6583497524261475,0.0
-0.6615298390388489,0.0
-0.6655048131942749,0.0
-0.6694796681404114,0.0
-0.6726595163345337,0.0
-0.7731040120124817,0.0
-0.7712302803993225,0.0
-0.7748317718505859,0.0
-0.7793336510658264,0.0
-0.7829349040985107,0.0
-0.8587606549263,0.0
-0.8636736869812012,0.0
-0.8676038980484009,0.0
-0.8705514073371887,0.0
-0.8744814991950989,0.0
-0.8784113526344299,0.0
-0.9930347204208374,0.0
-0.9974545240402222,0.0
-0.9996643662452698,0.0
-1.002979040145874,0.0
-1.0051887035369873,0.0
-1.0633149147033691,0.0
-1.0633149147033691,0.0
-1.0644819736480713,0.0
-1.0691498517990112,0.0
-1.0714837312698364,0.0
-1.3484917879104614,0.0
-1.3470228910446167,0.0
-1.3499605655670166,0.0
-1.3528982400894165,0.0
-1.3573042154312134,0.0
-1.5573174953460693,0.0
-1.5589995384216309,0.0
-1.562363624572754,0.0
-1.562363624572754,0.0
-1.562363624572754,0.0
-1.5640455484390259,0.0
-1.7891957759857178,0.0
-1.791113257408142,0.0
-1.7930307388305664,0.0
-1.7987827062606812,0.0
-1.8006999492645264,0.0
-2.0170812606811523,0.0
-2.0213654041290283,0.0
-2.0235073566436768,0.0
-2.0235073566436768,0.0
-2.0235073566436768,0.0
-2.4711484909057617,0.0
-2.473745346069336,0.0
-2.473745346069336,0.0
-2.476341962814331,0.0
-2.473745346069336,0.0
-2.473745346069336,0.0
-2.884892463684082,0.0
-2.884892463684082,0.0
-2.890901565551758,0.0
-2.8939056396484375,0.0
-2.8999130725860596,0.0
-3.1076269149780273,0.0
-3.110826253890991,0.0
-3.114025354385376,0.0
-3.1076269149780273,0.0
-3.1076269149780273,0.0
-3.464747428894043,0.0
-3.461209535598755,0.0
-3.461209535598755,0.0
-3.461209535598755,0.0
-3.4576711654663086,0.0
-3.6787192821502686,0.0
-3.6824653148651123,0.0
-3.6824653148651123,0.0
-3.6824653148651123,0.0
-3.6824653148651123,0.0
-3.880425453186035,0.0
-3.8725829124450684,0.0
-3.8647384643554688,0.0
-3.8686609268188477,0.0
-3.8686609268188477,0.0
-3.8686609268188477,0.0
-4.008702278137207,0.0
-4.00465202331543,0.0
-4.000600337982178,0.0
-3.996548652648926,0.0
-3.996548652648926,0.0
-4.058136940002441,0.0
-4.058136940002441,0.0
-4.054023742675781,0.0
-4.049910068511963,0.0
-4.049910068511963,0.0
-4.1889519691467285,0.0
-4.1931915283203125,0.0
-4.1931915283203125,0.0
-4.1931915283203125,0.0
-4.1889519691467285,0.0
-4.37698221206665,0.0
-4.37698221206665,0.0
-4.37698221206665,0.0
-4.37698221206665,0.0
-4.37698221206665,0.0
-4.37698221206665,0.0
-4.463987827301025,0.0
-4.459506988525391,0.0
-4.459506988525391,0.0
-4.459506988525391,0.0
-4.455025672912598,0.0
-4.815515041351318,0.0
-4.820308685302734,0.0
-4.815515041351318,0.0
-4.810719966888428,0.0
-4.805923938751221,0.0
-5.2202839851379395,0.0
-5.20997428894043,0.0
-5.204817771911621,0.0
-5.204817771911621,0.0
-5.19965934753418,0.0
-5.19965934753418,0.0
-5.446568489074707,0.0
-5.441202640533447,0.0
-5.441202640533447,0.0
-5.451932907104492,0.0
-5.441202640533447,0.0
-5.690828323364258,0.0
-5.685257911682129,0.0
-5.690828323364258,0.0
-5.679686069488525,0.0
-5.679686069488525,0.0
-5.9930572509765625,0.0
-5.987244129180908,0.0
-5.981428623199463,0.0
-5.987244129180908,0.0
-5.987244129180908,0.0
-6.31361722946167,0.0
-6.301506042480469,0.0
-6.301506042480469,0.0
-6.28938627243042,0.0
-6.283323287963867,0.0
-6.610625743865967,0.0
-6.604323387145996,0.0
-6.604323387145996,0.0
-6.604323387145996,0.0
-6.598017692565918,0.0
-6.591710090637207,0.0
-6.822286128997803,0.0
-6.81581974029541,0.0
-6.8028788566589355,0.0
-6.796403884887695,0.0
-6.796403884887695,0.0
-7.195815563201904,0.0
-7.20253324508667,0.0
-7.195815563201904,0.0
-7.195815563201904,0.0
-7.195815563201904,0.0
-7.369630813598633,0.0
-7.376453876495361,0.0
-7.376453876495361,0.0
-7.369630813598633,0.0
-7.362804889678955,0.0
-7.464915752410889,0.0
-7.451131343841553,0.0
-7.437332630157471,0.0
-7.437332630157471,0.0
-7.4442338943481445,0.0
-7.451131343841553,0.0
-7.60559606552124,0.0
-7.612579822540283,0.0
-7.626534461975098,0.0
-7.626534461975098,0.0
-7.619559288024902,0.0
-7.7700581550598145,0.0
-7.762994289398193,0.0
-7.755927085876465,0.0
-7.755927085876465,0.0
-7.762994289398193,0.0
-7.708244800567627,0.0
-7.687028884887695,0.0
-7.665777206420898,0.0
-7.651590824127197,0.0
-7.644491195678711,0.0
-7.71612548828125,0.0
-7.730384826660156,0.0
-7.730384826660156,0.0
-7.70898962020874,0.0
-7.694705486297607,0.0
-7.687557697296143,0.0
-7.7137603759765625,0.0
-7.706593990325928,0.0
-7.699423789978027,0.0
-7.692249298095703,0.0
-7.706593990325928,0.0
-7.77522087097168,0.0
-7.768012523651123,0.0
-7.77522087097168,0.0
-7.782426357269287,0.0
-7.782426357269287,0.0
-7.877930164337158,0.0
-7.8851752281188965,0.0
-7.899653911590576,0.0
-7.914114475250244,0.0
-7.92133903503418,0.0
-7.90435791015625,0.0
-7.918760299682617,0.0
-7.933145523071289,0.0
-7.940331935882568,0.0
-7.954692840576172,0.0
-7.976202487945557,0.0
-8.069795608520508,0.0
-8.076990127563477,0.0
-8.084179878234863,0.0
-8.091364860534668,0.0
-8.098546981811523,0.0
-8.157495498657227,0.0
-8.179054260253906,0.0
-8.200573921203613,0.0
-8.222055435180664,0.0
-8.243497848510742,0.0
-8.281332969665527,0.0
-8.288481712341309,0.0
-8.302766799926758,0.0
-8.302766799926758,0.0
-8.317034721374512,0.0
-8.535489082336426,0.0
-8.549919128417969,0.0
-8.564332008361816,0.0
-8.57872486114502,0.0
-8.585914611816406,0.0
-8.585914611816406,0.0
-8.678116798400879,0.0
-8.678116798400879,0.0
-8.678116798400879,0.0
-8.670896530151367,0.0
-8.670896530151367,0.0
-8.615765571594238,0.0
-8.615765571594238,0.0
-8.615765571594238,0.0
-8.615765571594238,0.0
-8.622970581054688,0.0
-8.562996864318848,0.0
-8.570172309875488,0.0
-8.570172309875488,0.0
-8.562996864318848,0.0
-8.570172309875488,0.0
-8.634302139282227,0.0
-8.634302139282227,0.0
-8.64867877960205,0.0
-8.64867877960205,0.0
-8.655858993530273,0.0
-8.655858993530273,0.0
-8.782989501953125,0.0
-8.775749206542969,0.0
-8.76850414276123,0.0
-8.775749206542969,0.0
-8.775749206542969,0.0
-8.722200393676758,0.0
-8.736632347106934,0.0
-8.743842124938965,0.0
-8.729418754577637,0.0
-8.714977264404297,0.0
-8.79126262664795,0.0
-8.784004211425781,0.0
-8.776740074157715,0.0
-8.769472122192383,0.0
-8.776740074157715,0.0
-8.795136451721191,0.0
-8.787860870361328,0.0
-8.773295402526855,0.0
-8.773295402526855,0.0
-8.766005516052246,0.0
-8.751410484313965,0.0
-8.78587532043457,0.0
-8.778533935546875,0.0
-8.771186828613281,0.0
-8.756478309631348,0.0
-8.749115943908691,0.0
-8.79182243347168,0.0
-8.784445762634277,0.0
-8.784445762634277,0.0
-8.77706527709961,0.0
-8.77706527709961,0.0
-8.776637077331543,0.0
-8.776637077331543,0.0
-8.769259452819824,0.0
-8.754488945007324,0.0
-8.732295989990234,0.0
-8.71284008026123,0.0
-8.698003768920898,0.0
-8.668272972106934,0.0
-8.64592170715332,0.0
-8.61605167388916,0.0
-8.617321968078613,0.0
-8.594791412353516,0.0
-8.564679145812988,0.0
-8.549592971801758,0.0
-8.542043685913086,0.0
-8.51936149597168,0.0
-8.516014099121094,0.0
-8.500802040100098,0.0
-8.493188858032227,0.0
-8.470318794250488,0.0
-8.462685585021973,0.0
-8.44764518737793,0.0
-8.432341575622559,0.0
-8.432341575622559,0.0
-8.432341575622559,0.0
-8.424683570861816,0.0
-8.350308418273926,0.0
-8.350308418273926,0.0
-8.357948303222656,0.0
-8.365584373474121,0.0
-8.373214721679688,0.0
-8.380840301513672,0.0
-8.235908508300781,0.0
-8.250985145568848,0.0
-8.273563385009766,0.0
-8.296099662780762,0.0
-8.311100006103516,0.0
-8.356457710266113,0.0
-8.378911972045898,0.0
-8.401322364807129,0.0
-8.423690795898438,0.0
-8.431137084960938,0.0
-8.393301010131836,0.0
-8.415485382080078,0.0
-8.452363967895508,0.0
-8.481781959533691,0.0
-8.525768280029297,0.0
-8.464110374450684,0.0
-8.493075370788574,0.0
-8.521966934204102,0.0
-8.543587684631348,0.0
-8.557978630065918,0.0
-8.572351455688477,0.0
-8.53104019165039,0.0
-8.545330047607422,0.0
-8.545330047607422,0.0
-8.545330047607422,0.0
-8.545330047607422,0.0
-8.506413459777832,0.0
-8.492142677307129,0.0
-8.485000610351562,0.0
-8.477853775024414,0.0
-8.470703125,0.0
-8.412928581237793,0.0
-8.398649215698242,0.0
-8.39150333404541,0.0
-8.39150333404541,0.0
-8.398649215698242,0.0
-8.309181213378906,0.0
-8.294936180114746,0.0
-8.3020601272583,0.0
-8.31629753112793,0.0
-8.31629753112793,0.0
-8.215087890625,0.0
-8.208011627197266,0.0
-8.208011627197266,0.0
-8.215087890625,0.0
-8.222160339355469,0.0
-8.229228973388672,0.0
-8.25341510772705,0.0
-8.25341510772705,0.0
-8.25341510772705,0.0
-8.25341510772705,0.0
-8.26047420501709,0.0
-8.222904205322266,0.0
-8.22994327545166,0.0
-8.222904205322266,0.0
-8.215862274169922,0.0
-8.215862274169922,0.0
-8.208462715148926,0.0
-8.208462715148926,0.0
-8.194372177124023,0.0
-8.180264472961426,0.0
-8.166141510009766,0.0
-8.026017189025879,0.0
-8.005006790161133,0.0
-8.005006790161133,0.0
-7.99098014831543,0.0
-7.976938247680664,0.0
-7.976938247680664,0.0
-7.849761962890625,0.0
-7.856727123260498,0.0
-7.856727123260498,0.0
-7.842792987823486,0.0
-7.842792987823486,0.0
-7.726785182952881,0.0
-7.726785182952881,0.0
-7.726785182952881,0.0
-7.699121475219727,0.0
-7.685266971588135,0.0
-7.526437282562256,0.0
-7.498922348022461,0.0
-7.478249549865723,0.0
-7.457544326782227,0.0
-7.436807155609131,0.0
-7.252095699310303,0.0
-7.231594562530518,0.0
-7.2179107666015625,0.0
-7.211063861846924,0.0
-7.1836419105529785,0.0
-6.997929573059082,0.0
-6.984393119812012,0.0
-6.970844745635986,0.0
-6.9640655517578125,0.0
-6.943708419799805,0.0
-6.936916351318359,0.0
-6.732686996459961,0.0
-6.719359397888184,0.0
-6.712690830230713,0.0
-6.69266939163208,0.0
-6.6859893798828125,0.0
-6.561649799346924,0.0
-6.568248271942139,0.0
-6.568248271942139,0.0
-6.568248271942139,0.0
-6.561649799346924,0.0
-6.473837375640869,0.0
-6.493385314941406,0.0
-6.512909889221191,0.0
-6.525912284851074,0.0
-6.545396327972412,0.0
-6.564855575561523,0.0
-6.496432304382324,0.0
-6.521972179412842,0.0
-6.5410990715026855,0.0
-6.566566467285156,0.0
-6.579283714294434,0.0
-6.451158046722412,0.0
-6.476119518280029,0.0
-6.494815349578857,0.0
-6.507266521453857,0.0
-6.532139778137207,0.0
-6.363232135772705,0.0
-6.381467342376709,0.0
-6.39968204498291,0.0
-6.411813735961914,0.0
-6.429994106292725,0.0
-6.442340850830078,0.0
-6.454428195953369,0.0
-6.460468292236328,0.0
-6.466506004333496,0.0
-6.478574275970459,0.0
-6.427638530731201,0.0
-6.433621883392334,0.0
-6.433621883392334,0.0
-6.439602851867676,0.0
-6.445581912994385,0.0
-6.439602851867676,0.0
-6.332334995269775,0.0
-6.338240146636963,0.0
-6.344143390655518,0.0
-6.338240146636963,0.0
-6.332334995269775,0.0
-6.251317024230957,0.0
-6.257165908813477,0.0
-6.251317024230957,0.0
-6.257165908813477,0.0
-6.245466232299805,0.0
-6.154409408569336,0.0
-6.154409408569336,0.0
-6.154409408569336,0.0
-6.148626804351807,0.0
-6.154409408569336,0.0
-6.062010288238525,0.0
-6.06773042678833,0.0
-6.062010288238525,0.0
-6.050564289093018,0.0
-6.050564289093018,0.0
-6.033381462097168,0.0
-5.932002067565918,0.0
-5.926339149475098,0.0
-5.9150071144104,0.0
-5.926339149475098,0.0
-5.920673847198486,0.0
-5.919516086578369,0.0
-5.902513027191162,0.0
-5.9138503074646,0.0
-5.919516086578369,0.0
-5.908182621002197,0.0
-5.82130765914917,0.0
-5.82130765914917,0.0
-5.815697193145752,0.0
-5.815697193145752,0.0
-5.815697193145752,0.0
-5.810084819793701,0.0
-5.723479747772217,0.0
-5.717926025390625,0.0
-5.717926025390625,0.0
-5.7123703956604,0.0
-5.706813812255859,0.0
-5.555794715881348,0.0
-5.5448994636535645,0.0
-5.539449691772461,0.0
-5.5448994636535645,0.0
-5.539449691772461,0.0
-5.450235843658447,0.0
-5.450235843658447,0.0
-5.444855690002441,0.0
-5.439474105834961,0.0
-5.434090614318848,0.0
-5.400792598724365,0.0
-5.390028953552246,0.0
-5.390028953552246,0.0
-5.37925910949707,0.0
-5.363092422485352,0.0
-5.299263000488281,0.0
-5.288547992706299,0.0
-5.267101764678955,0.0
-5.256369113922119,0.0
-5.240260601043701,0.0
-5.229514122009277,0.0
-5.02830171585083,0.0
-5.017873287200928,0.0
-5.007438659667969,0.0
-4.991777420043945,0.0
-4.9708781242370605,0.0
-4.801388263702393,0.0
-4.79121208190918,0.0
-4.786121845245361,0.0
-4.786121845245361,0.0
-4.786121845245361,0.0
-4.539906024932861,0.0
-4.544774532318115,0.0
-4.544774532318115,0.0
-4.544774532318115,0.0
-4.544774532318115,0.0
-4.3500261306762695,0.0
-4.354715824127197,0.0
-4.359404563903809,0.0
-4.3640923500061035,0.0
-4.368779182434082,0.0
-4.378150463104248,0.0
-4.231828212738037,0.0
-4.240907669067383,0.0
-4.249984264373779,0.0
-4.254521369934082,0.0
-4.259057998657227,0.0
-4.087069034576416,0.0
-4.0914306640625,0.0
-4.095791816711426,0.0
-4.100152492523193,0.0
-4.1045122146606445,0.0
-3.991050958633423,0.0
-4.003758430480957,0.0
-4.012226581573486,0.0
-4.033385276794434,0.0
-4.0545268058776855,0.0
-3.9935684204101562,0.0
-3.9977283477783203,0.0
-3.9977283477783203,0.0
-4.006046295166016,0.0
-4.01436185836792,0.0
-4.026830196380615,0.0
-3.8256213665008545,0.0
-3.8295836448669434,0.0
-3.8414673805236816,0.0
-3.849386692047119,0.0
-3.8533456325531006,0.0
-3.708320140838623,0.0
-3.71213436126709,0.0
-3.7159481048583984,0.0
-3.7159481048583984,0.0
-3.7197611331939697,0.0
-3.6358752250671387,0.0
-3.6358752250671387,0.0
-3.6358752250671387,0.0
-3.632140874862671,0.0
-3.628406047821045,0.0
-3.507593870162964,0.0
-3.5148255825042725,0.0
-3.5039772987365723,0.0
-3.4967427253723145,0.0
-3.4931247234344482,0.0
-3.4931247234344482,0.0
-3.3597419261932373,0.0
-3.3597419261932373,0.0
-3.3597419261932373,0.0
-3.3597419261932373,0.0
-3.3597419261932373,0.0
-3.1790361404418945,0.0
-3.1790361404418945,0.0
-3.1823501586914062,0.0
-3.1823501586914062,0.0
-3.1757216453552246,0.0
-2.975708246231079,0.0
-2.9663443565368652,0.0
-2.9632225036621094,0.0
-2.9663443565368652,0.0
-2.9632225036621094,0.0
-2.7339043617248535,0.0
-2.7310028076171875,0.0
-2.7281012535095215,0.0
-2.722297191619873,0.0
-2.7193949222564697,0.0
-2.7193949222564697,0.0
-2.6327948570251465,0.0
-2.6299777030944824,0.0
-2.624342679977417,0.0
-2.6187069416046143,0.0
-2.615889072418213,0.0
-2.5256075859069824,0.0
-2.53105092048645,0.0
-2.53105092048645,0.0
-2.5201637744903564,0.0
-2.511996269226074,0.0
-2.3230535984039307,0.0
-2.3205230236053467,0.0
-2.3205230236053467,0.0
-2.3179922103881836,0.0
-2.3154613971710205,0.0
-2.1122145652770996,0.0
-2.109894037246704,0.0
-2.105253219604492,0.0
-2.100611686706543,0.0
-2.0959696769714355,0.0
-2.093648672103882,0.0
-1.8655825853347778,0.0
-1.8635015487670898,0.0
-1.8635015487670898,0.0
-1.8614202737808228,0.0
-1.8593391180038452,0.0
-1.726046085357666,0.0
-1.7241113185882568,0.0
-1.7241113185882568,0.0
-1.7241113185882568,0.0
-1.7221763134002686,0.0
-1.5228378772735596,0.0
-1.5211156606674194,0.0
-1.5211156606674194,0.0
-1.5211156606674194,0.0
-1.5193934440612793,0.0
-1.3468658924102783,0.0
-1.3468658924102783,0.0
-1.3483966588974,0.0
-1.3483966588974,0.0
-1.3514580726623535,0.0
-1.1907718181610107,0.0
-1.1934665441513062,0.0
-1.1948137283325195,0.0
-1.196160912513733,0.0
-1.196160912513733,0.0
-1.196160912513733,0.0
-1.0203853845596313,0.0
-1.023829460144043,0.0
-1.026125431060791,0.0
-1.0284212827682495,0.0
-1.031865119934082,0.0
-0.9014498591423035,0.0
-0.9044572710990906,0.0
-0.9054597616195679,0.0
-0.9074646234512329,0.0
-0.9094694256782532,0.0
-0.844136655330658,0.0
-0.8459960222244263,0.0
-0.8459960222244263,0.0
-0.8478553295135498,0.0
-0.8506443500518799,0.0
-0.7374765872955322,0.0
-0.7398931384086609,0.0
-0.7415041923522949,0.0
-0.743115246295929,0.0
-0.7447261810302734,0.0
-0.747948169708252,0.0
-0.6621240973472595,0.0
-0.6635491251945496,0.0
-0.6656867861747742,0.0
-0.6671118140220642,0.0
-0.6685368418693542,0.0
-0.5756711959838867,0.0
-0.5762836933135986,0.0
-0.5762836933135986,0.0
-0.5768961310386658,0.0
-0.5775085091590881,0.0
-0.4736423194408417,0.0
-0.47414425015449524,0.0
-0.4746462106704712,0.0
-0.47514814138412476,0.0
-0.4756500720977783,0.0
-0.39310121536254883,0.0
-0.39310121536254883,0.0
-0.39351657032966614,0.0
-0.394347220659256,0.0
-0.3951779305934906,0.0
-0.3951779305934906,0.0
-0.3048756718635559,0.0
-0.3045561909675598,0.0
-0.3042367100715637,0.0
-0.3045561909675598,0.0
-0.3045561909675598,0.0
-0.16178196668624878,0.0
-0.16178196668624878,0.0
-0.16178196668624878,0.0
-0.16178196668624878,0.0
-0.16178196668624878,0.0
0.02143363654613495,0.0
0.021411053836345673,0.0
0.021411053836345673,0.0
0.021411053836345673,0.0
0.021411053836345673,0.0
0.1739450991153717,0.0
0.1739450991153717,0.0
0.1739450991153717,0.0
0.17376163601875305,0.0
0.1735781580209732,0.0
0.17376163601875305,0.0
0.33214718103408813,0.0
0.33214718103408813,0.0
0.3335496485233307,0.0
0.3335496485233307,0.0
0.3335496485233307,0.0
0.47762802243232727,0.0
0.4796377122402191,0.0
0.4801400899887085,0.0
0.47913527488708496,0.0
0.4786328673362732,0.0
0.5641230344772339,0.0
0.5647156238555908,0.0
0.5653082728385925,0.0
0.5653082728385925,0.0
0.5647156238555908,0.0
0.6363716721534729,0.0
0.6370400190353394,0.0
0.6363716721534729,0.0
0.6357033252716064,0.0
0.6357033252716064,0.0
0.7762942910194397,0.0
0.7746630311012268,0.0
0.7738473415374756,0.0
0.7730316519737244,0.0
0.7722159624099731,0.0
0.7722159624099731,0.0
0.8458437919616699,0.0
0.8440538048744202,0.0
0.8431587219238281,0.0
0.8422636985778809,0.0
0.8431587219238281,0.0
0.9175913333892822,0.0
0.9166155457496643,0.0
0.9156398177146912,0.0
0.9146641492843628,0.0
0.9146641492843628,0.0
1.0020853281021118,0.0
1.0020853281021118,0.0
1.0020853281021118,0.0
1.0031548738479614,0.0
1.0031548738479614,0.0
1.0020853281021118,0.0
1.1473244428634644,0.0
1.148546576499939,0.0
1.148546576499939,0.0
